Date,NIFTY,BANKNIFTY,NIFTY_norm,BANKNIFTY_norm
2023-12-28,21778.69921875,48508.55078125,119.67995600344913,112.28025078494616
2023-12-29,21731.400390625,48292.25,119.42003590389878,111.77959047717385
2024-01-02,21665.80078125,47761.6484375,119.05954796635088,110.55143429553398
2024-01-03,21517.349609375,47704.94921875,118.24376785293784,110.4201955263267
2024-01-04,21658.599609375,48195.8515625,119.01997554173008,111.5564619655309
2024-01-05,21710.80078125,48159.0,119.30683537162983,111.47116354674334
2024-01-08,21513.0,47450.25,118.21986555035294,109.83065632766167
2024-01-09,21544.849609375,47242.6484375,118.39488793394165,109.35013165468264
2024-01-10,21618.69921875,47360.8515625,118.80071189579068,109.62373035645408
2024-01-11,21647.19921875,47438.3515625,118.95732725246735,109.80311562556003
2024-01-12,21894.55078125,47709.80078125,120.31659227651883,110.43142518883826
2024-01-15,22097.44921875,48158.30078125,121.431575124175,111.46954510101905
2024-01-16,22032.30078125,48125.1015625,121.07356650045604,111.39270057470195
2024-01-17,21571.94921875,46064.44921875,118.54380775808421,106.62301444286497
2024-01-18,21462.25,45713.55078125,117.94098030995501,105.81080785396449
2024-01-19,21622.400390625,45701.1484375,118.82105085555645,105.78210078594978
2024-01-23,21238.80078125,45015.05078125,116.71306525403737,104.19402578337747
2024-01-24,21453.94921875,45082.3984375,117.89536522868612,104.34991194389436
2024-01-25,21352.599609375,44866.1484375,117.33842118583327,103.84936917687297
2024-01-29,21737.599609375,45442.3515625,119.45410231988645,105.18307695284463
2024-01-30,21522.099609375,45367.75,118.26987041238395,105.01040054813772
2024-01-31,21725.69921875,45996.80078125,119.38870639278727,106.46643207943873
2024-02-01,21697.44921875,46188.6484375,119.23346485502884,106.91049199484195
2024-02-02,21853.80078125,45970.94921875,120.09265979284957,106.40659479562105
2024-02-05,21771.69921875,45825.55078125,119.64148907373908,106.07004850093047
2024-02-06,21929.400390625,45690.80078125,120.50810048712614,105.7581495975495
2024-02-07,21930.5,45818.5,120.51414314377422,106.05372841974416
2024-02-08,21717.94921875,45012.0,119.34611800632257,104.18696429672565
2024-02-09,21782.5,45634.55078125,119.70084234419016,105.6279506119081
2024-02-12,21616.05078125,44882.25,118.78615800162582,103.88663863651281
2024-02-13,21743.25,45502.3984375,119.48515277403018,105.32206437001683
2024-02-14,21840.05078125,45908.30078125,120.01709975234766,106.26158567536292
2024-02-15,21910.75,46218.8984375,120.40561144923514,106.98051011600911
2024-02-16,22040.69921875,46384.8515625,121.11971822973987,107.36463329003614
2024-02-20,22196.94921875,47094.19921875,121.97835505362508,109.00652387334027
2024-02-21,22055.05078125,47019.69921875,121.19858402201373,108.83408255013521
2024-02-22,22217.44921875,46919.80078125,122.09100820491882,108.60285276827454
2024-02-23,22212.69921875,46811.75,122.06490564547272,108.35275317509215
2024-02-26,22122.05078125,46576.5,121.56676749209572,107.80823208403187
2024-02-27,22198.349609375,46588.05078125,121.98605058615917,107.83496808406949
2024-02-28,21951.150390625,45963.1484375,120.62762273301095,106.38853872795953
2024-02-29,21982.80078125,46120.8984375,120.80155035464921,106.75367454991387
2024-03-01,22338.75,47286.8984375,122.75758943722153,109.45255485672054
2024-03-04,22405.599609375,47456.1015625,123.12494646936052,109.84420063880687
2024-03-05,22356.30078125,47581.0,122.85403581846444,110.13329663650812
2024-03-06,22474.05078125,47965.3984375,123.50110452894431,111.02304395463504
2024-03-07,22493.55078125,47835.80078125,123.6082624045652,110.723070916675
2024-03-11,22332.650390625,47327.8515625,122.7240704022091,109.54734695154447
2024-03-12,22335.69921875,47282.3984375,122.74082455323516,109.44213893786923
2024-03-13,21997.69921875,46981.30078125,120.88342137580665,108.74520365924249
2024-03-14,22146.650390625,46789.94921875,121.70194912705614,108.30229202655988
2024-03-15,22023.349609375,46594.1015625,121.02437734340772,107.84897351662217
2024-03-18,22055.69921875,46575.8984375,121.20214736483285,107.80683967821321
2024-03-19,21817.44921875,46384.80078125,119.89289793577267,107.36451574928523
2024-03-20,21839.099609375,46310.8984375,120.01187280068226,107.1934577903026
2024-03-21,22011.94921875,46684.8984375,120.961729054145,108.05913637927833
2024-03-22,22096.75,46863.75,121.4277327243881,108.47311490404064
2024-03-26,22004.69921875,46600.19921875,120.92188830551672,107.86308744832954
2024-03-27,22123.650390625,46785.94921875,121.57555778658025,108.29303343202537
2024-03-28,22326.900390625,47124.6015625,122.69247256709012,109.0768946167602
2024-04-01,22462.0,47578.25,123.43488216390217,110.12693135276565
2024-04-02,22453.30078125,47545.44921875,123.38707755873237,110.0510090692635
2024-04-03,22434.650390625,47624.25,123.28458852084137,110.2334051899124
2024-04-04,22514.650390625,48060.80078125,123.72421057467061,111.24386685924061
2024-04-05,22513.69921875,48493.05078125,123.7189836230052,112.244373731125
2024-04-08,22666.30078125,48581.69921875,124.55757127705269,112.44956371585735
2024-04-09,22642.75,48730.55078125,124.42815324177259,112.7941027816109
2024-04-10,22753.80078125,48986.6015625,125.03840789842842,113.38677037256981
2024-04-12,22519.400390625,48564.55078125,123.75031313411671,112.40987110842917
2024-04-15,22272.5,47773.25,122.3935274238942,110.5782878363225
2024-04-16,22147.900390625,47484.80078125,121.70881822164723,109.91062924627263
2024-04-18,21995.849609375,47069.44921875,120.87325726240392,108.94923631965806
2024-04-19,22147.0,47574.1484375,121.70387032694958,110.1174376767293
2024-04-22,22336.400390625,47924.8984375,122.74467768598234,110.92930068497324
2024-04-23,22368.0,47970.44921875,122.91832625065284,111.03473473855409
2024-04-24,22402.400390625,48189.0,123.10736588039146,111.54060300575208
2024-04-25,22570.349609375,48494.94921875,124.03029313646508,112.24876794689038
2024-04-26,22419.94921875,48201.05078125,123.20380152867408,111.5684963301065
2024-04-29,22643.400390625,49424.05078125,124.431727317552,114.39931160902981
2024-04-30,22604.849609375,49396.75,124.21988014717893,114.3361198930126
2024-05-02,22648.19921875,49231.05078125,124.4580982010056,113.95258442274019
2024-05-03,22475.849609375,48923.55078125,123.51098958537929,113.24082996790052
2024-05-06,22442.69921875,48895.30078125,123.32881905023176,113.17544114400062
2024-05-07,22302.5,48285.3515625,122.55838569408016,111.76362301824034
2024-05-08,22302.5,48021.1015625,122.55838569408016,111.15197711680496
2024-05-09,21957.5,47487.8984375,120.6625155869416,109.91779923207913
2024-05-10,22055.19921875,47421.1015625,121.19939972699643,109.76318793662998
2024-05-13,22104.05078125,47754.1015625,121.46785252998413,110.5339659316271
2024-05-14,22217.849609375,47859.44921875,122.09320846178005,110.77780874022174
2024-05-15,22200.55078125,47687.44921875,121.99814663241564,110.37968917523825
2024-05-16,22403.849609375,47977.05078125,123.115329736933,111.05001503617453
2024-05-17,22466.099609375,48115.6484375,123.45741064756888,111.37081991183719
2024-05-21,22529.05078125,48048.19921875,123.80334469095192,111.21469866981846
2024-05-22,22597.80078125,47781.94921875,124.18114489346141,110.59842347111581
2024-05-23,22967.650390625,48768.6015625,126.21357045447861,112.88217697043959
2024-05-24,22957.099609375,48971.6484375,126.15559100294578,113.35215914222015
2024-05-27,22932.44921875,49281.80078125,126.02013031101758,114.07005284089666
2024-05-28,22888.150390625,49142.1484375,125.77669603848582,113.7468067342532
2024-05-29,22704.69921875,48501.3515625,124.76858127652248,112.26358712310332
2024-05-30,22488.650390625,48682.3515625,123.5813334071761,112.68253852578944
2024-05-31,22530.69921875,48983.94921875,123.81240330944392,113.38063112873297
2024-06-03,23263.900390625,50979.94921875,127.84154587256498,118.00066980144837
2024-06-04,21884.5,46928.6015625,120.26136046282244,108.62322348456969
2024-06-05,22620.349609375,49054.6015625,124.30505692010836,113.54416647965633
2024-06-06,22821.400390625,49291.8984375,125.40988638732205,114.09342536713854
2024-06-07,23290.150390625,49803.19921875,127.98579685897771,115.27690702183023
2024-06-10,23259.19921875,49780.8984375,127.81571163712636,115.22528854898113
2024-06-11,23264.849609375,49705.75,127.84676209127008,115.05134632080272
2024-06-12,23322.94921875,49895.1015625,128.1660354612715,115.48962865621807
2024-06-13,23398.900390625,49846.69921875,128.5834080884018,115.37759423739288
2024-06-14,23465.599609375,50002.0,128.9499386825978,115.73706097851408
2024-06-18,23557.900390625,50440.8984375,129.4571569203874,116.75295664717358
2024-06-19,23516.0,51398.05078125,129.22690272310228,118.96842801180543
2024-06-20,23567.0,51783.25,129.50716178241842,119.86002885715851
2024-06-21,23501.099609375,51661.44921875,129.1450209689845,119.57810284526376
2024-06-24,23537.849609375,51703.94921875,129.34697234996233,119.67647541219281
2024-06-25,23721.30078125,52606.0,130.35508711192568,121.76440602047343
2024-06-26,23868.80078125,52870.5,131.16564027367332,122.37663058406723
2024-06-27,24044.5,52811.30078125,132.13115591621164,122.23960519327588
2024-06-28,24010.599609375,52342.25,131.94486392430943,121.15391744335484
2024-07-01,24141.94921875,52574.75,132.66666623734827,121.69207325067264
2024-07-02,24123.849609375,52168.1015625,132.56720389426144,120.75082500044756
2024-07-03,24286.5,53089.25,133.46101262904506,122.8829599726727
2024-07-04,24302.150390625,53103.69921875,133.54701583991746,122.91640483710931
2024-07-05,24323.849609375,52660.3515625,133.66625902883453,121.89021079034943
2024-07-08,24320.55078125,52425.80078125,133.64813105889024,121.34730814501347
2024-07-09,24433.19921875,52568.80078125,134.2671652770703,121.67830289962183
2024-07-10,24324.44921875,52189.30078125,133.6695540476462,120.79989374316116
2024-07-11,24315.94921875,52270.6484375,133.62284420442683,120.98818498454882
2024-07-12,24502.150390625,52278.8984375,134.64607097449056,121.00728083577623
2024-07-15,24586.69921875,52455.8984375,135.11069009285512,121.41697364392783
2024-07-16,24613.0,52396.80078125,135.2552201362356,121.28018333463835
2024-07-18,24800.849609375,52620.69921875,136.28750552479133,121.79842954706848
2024-07-19,24530.900390625,52265.6015625,134.8040601500854,120.976503242226
2024-07-22,24509.25,52280.3984375,134.68508528517583,121.01075280872666
2024-07-23,24479.05078125,51778.30078125,134.51913225303943,119.84857315474132
2024-07-24,24413.5,51317.0,134.15891263949896,118.78082393173088
2024-07-25,24406.099609375,50888.75,134.1182454529277,117.789575654381
